Start,End,Strand,Gene_ID,Gene_Name
386204,386274,-,Rvnt04,glyU
386275,386304,-,upstream_Rv0318c,upstream_Rv0318c
386305,387099,-,Rv0318c,Rv0318c
387100,387147,+,upstream_Rv0319,upstream_pcp
387148,387816,+,Rv0319,pcp
387817,387887,+,upstream_Rv0320,upstream_Rv0320
387888,388550,+,Rv0320,Rv0320
388551,388581,+,upstream_Rv0321,upstream_dcd
388582,389154,+,Rv0321,dcd
389155,389259,+,upstream_Rv0322,upstream_udgA
389260,390591,+,Rv0322,udgA
390580,391251,-,Rv0323c,Rv0323c
391252,391351,+,upstream_Rv0324,upstream_Rv0324
391352,392032,+,Rv0324,Rv0324
392033,392038,+,upstream_Rv0325,upstream_Rv0325
392039,392263,+,Rv0325,Rv0325
392264,392272,+,upstream_Rv0326,upstream_Rv0326
392273,392728,+,Rv0326,Rv0326
392696,394045,-,Rv0327c,cyp135A1
394046,394110,+,upstream_Rv0328,upstream_Rv0328
394111,394713,+,Rv0328,Rv0328
394694,395320,-,Rv0329c,Rv0329c
395321,395346,-,upstream_Rv0330c,upstream_Rv0330c
395347,396087,-,Rv0330c,Rv0330c
396088,396200,+,upstream_Rv0331,upstream_Rv0331
396201,397367,+,Rv0331,Rv0331
397368,397441,+,upstream_Rv0332,upstream_Rv0332
397442,398227,+,Rv0332,Rv0332
398228,398253,+,upstream_Rv0333,upstream_Rv0333
398254,398628,+,Rv0333,Rv0333
398629,398657,+,upstream_Rv0334,upstream_rmlA
398658,399524,+,Rv0334,rmlA
399525,399534,-,upstream_Rv0335c,upstream_PE6
399535,400050,-,Rv0335c,PE6
400051,400191,+,upstream_Rv0336,upstream_Rv0336
400192,401703,+,Rv0336,Rv0336
401704,401872,-,upstream_Rv0337c,upstream_aspC
401873,403162,-,Rv0337c,aspC
403163,403192,-,upstream_Rv0338c,upstream_Rv0338c
403193,405841,-,Rv0338c,Rv0338c
405842,405949,-,upstream_Rv0339c,upstream_Rv0339c
405950,408448,-,Rv0339c,Rv0339c
408449,408633,+,upstream_Rv0340,upstream_Rv0340
408634,409173,+,Rv0340,Rv0340
409174,409361,+,upstream_Rv0341,upstream_iniB
409362,410801,+,Rv0341,iniB
410802,410837,+,upstream_Rv0342,upstream_iniA
410838,412760,+,Rv0342,iniA
412757,414238,+,Rv0343,iniC
414239,414380,-,upstream_Rv0344c,upstream_lpqJ
414381,414941,-,Rv0344c,lpqJ
414942,415049,+,upstream_Rv0345,upstream_Rv0345
415050,415460,+,Rv0345,Rv0345
415461,415501,-,upstream_Rv0346c,upstream_ansP2
415502,416965,-,Rv0346c,ansP2
416966,417303,+,upstream_Rv0347,upstream_Rv0347
417304,418290,+,Rv0347,Rv0347
418291,418292,+,upstream_Rv0348,upstream_Rv0348
418293,418946,+,Rv0348,Rv0348
418947,418948,+,upstream_Rv0349,upstream_Rv0349
418949,419608,+,Rv0349,Rv0349
419609,419834,+,upstream_Rv0350,upstream_dnaK
419835,421712,+,Rv0350,dnaK
421709,422416,+,Rv0351,grpE
422417,422451,+,upstream_Rv0352,upstream_dnaJ1
422452,423639,+,Rv0352,dnaJ1
423639,424019,+,Rv0353,hspR
423640,423638,+,upstream_Rv0353,upstream_hspR
424020,424268,-,upstream_Rv0354c,upstream_PPE7
424269,424694,-,Rv0354c,PPE7
424695,424776,-,upstream_Rv0355c,upstream_PPE8
424777,434679,-,Rv0355c,PPE8
434680,434829,-,upstream_Rv0356c,upstream_Rv0356c
434830,435474,-,Rv0356c,Rv0356c
435471,436769,-,Rv0357c,purA
436770,436859,+,upstream_Rv0358,upstream_Rv0358
436860,437507,+,Rv0358,Rv0358
437508,437517,+,upstream_Rv0359,upstream_Rv0359
437518,438297,+,Rv0359,Rv0359
438298,438301,-,upstream_Rv0360c,upstream_Rv0360c
438302,438739,-,Rv0360c,Rv0360c
438740,438821,+,upstream_Rv0361,upstream_Rv0361
438822,439649,+,Rv0361,Rv0361
439650,439870,+,upstream_Rv0362,upstream_mgtE
439871,441253,+,Rv0362,mgtE
441254,441264,-,upstream_Rv0363c,upstream_fba
441265,442299,-,Rv0363c,fba
442300,442394,+,upstream_Rv0364,upstream_Rv0364
442395,443078,+,Rv0364,Rv0364
443067,444197,-,Rv0365c,Rv0365c
444198,444221,-,upstream_Rv0366c,upstream_Rv0366c
444222,444815,-,Rv0366c,Rv0366c
444816,444843,-,upstream_Rv0367c,upstream_Rv0367c
444844,445233,-,Rv0367c,Rv0367c
445234,445313,-,upstream_Rv0368c,upstream_Rv0368c
445314,446525,-,Rv0368c,Rv0368c
446526,446530,-,upstream_Rv0369c,upstream_Rv0369c
446531,447046,-,Rv0369c,Rv0369c
447047,447146,-,upstream_Rv0370c,upstream_Rv0370c
447147,448043,-,Rv0370c,Rv0370c
448040,448633,-,Rv0371c,Rv0371c
448630,449385,-,Rv0372c,Rv0372c
449386,449403,-,upstream_Rv0373c,upstream_Rv0373c
449404,451803,-,Rv0373c,Rv0373c
451800,452279,-,Rv0374c,Rv0374c
452280,452293,-,upstream_Rv0375c,upstream_Rv0375c
452294,453154,-,Rv0375c,Rv0375c
453155,453229,-,upstream_Rv0376c,upstream_Rv0376c
453230,454372,-,Rv0376c,Rv0376c
454373,454420,+,upstream_Rv0377,upstream_Rv0377
454421,455386,+,Rv0377,Rv0377
455387,455636,+,upstream_Rv0378,upstream_Rv0378
455637,455858,+,Rv0378,Rv0378
455859,455976,+,upstream_Rv0379,upstream_secE2
455977,456192,+,Rv0379,secE2
456193,456267,-,upstream_Rv0380c,upstream_Rv0380c
456268,456819,-,Rv0380c,Rv0380c
456820,456914,-,upstream_Rv0381c,upstream_Rv0381c
456915,457823,-,Rv0381c,Rv0381c
457824,457840,-,upstream_Rv0382c,upstream_pyrE
457841,458380,-,Rv0382c,pyrE
458381,458460,-,upstream_Rv0383c,upstream_Rv0383c
458461,459315,-,Rv0383c,Rv0383c
459316,459455,-,upstream_Rv0384c,upstream_clpB
459456,462002,-,Rv0384c,clpB
462003,462134,+,upstream_Rv0385,upstream_Rv0385
462135,463307,+,Rv0385,Rv0385
463308,463410,+,upstream_Rv0386,upstream_Rv0386
463411,466668,+,Rv0386,Rv0386
466669,468334,+,upstream_Rv0389,upstream_purT
468335,469594,+,Rv0389,purT
469591,470013,+,Rv0390,Rv0390
470010,471230,+,Rv0391,metZ
471227,472639,-,Rv0392c,ndhA
472640,472780,+,upstream_Rv0393,upstream_Rv0393
472781,474106,+,Rv0393,Rv0393
474107,474121,-,upstream_Rv0394c,upstream_Rv0394c
474122,474841,-,Rv0394c,Rv0394c
474842,474939,+,upstream_Rv0395,upstream_Rv0395
474940,475344,+,Rv0395,Rv0395
475345,475349,+,upstream_Rv0396,upstream_Rv0396
475350,475742,+,Rv0396,Rv0396
475743,475815,+,upstream_Rv0397,upstream_Rv0397
475816,476184,+,Rv0397,Rv0397
476185,476393,+,upstream_Rv0397A,upstream_Rv0397A
476394,476642,+,Rv0397A,Rv0397A
476643,476678,-,upstream_Rv0398c,upstream_Rv0398c
476679,477320,-,Rv0398c,Rv0398c
477321,477326,-,upstream_Rv0399c,upstream_lpqK
477327,478556,-,Rv0399c,lpqK
478557,478565,-,upstream_Rv0400c,upstream_fadE7
478566,479753,-,Rv0400c,fadE7
479754,479788,+,upstream_Rv0401,upstream_Rv0401
479789,480160,+,Rv0401,Rv0401
480161,480354,-,upstream_Rv0402c,upstream_mmpL1
480355,483231,-,Rv0402c,mmpL1
483228,483656,-,Rv0403c,mmpS1
483657,483976,+,upstream_Rv0404,upstream_fadD30
483977,485734,+,Rv0404,fadD30
485731,489939,+,Rv0405,pks6
489887,490705,-,Rv0406c,Rv0406c
490706,490782,+,upstream_Rv0407,upstream_fgd1
490783,491793,+,Rv0407,fgd1
491786,493858,+,Rv0408,pta
493851,495008,+,Rv0409,ackA
495009,495061,-,upstream_Rv0410c,upstream_pknG
495062,497314,-,Rv0410c,pknG
497314,498300,-,Rv0411c,glnH
497315,497313,-,upstream_Rv0411c,upstream_glnH
498300,499619,-,Rv0412c,Rv0412c
498301,498299,-,upstream_Rv0412c,upstream_Rv0412c
499620,499712,+,upstream_Rv0413,upstream_mutT3
499713,500366,+,Rv0413,mutT3
500350,501018,-,Rv0414c,thiE
501019,501147,+,upstream_Rv0415,upstream_thiO
501148,502170,+,Rv0415,thiO
502167,502373,+,Rv0416,thiS
502366,503124,+,Rv0417,thiG
503125,503495,+,upstream_Rv0418,upstream_lpqL
503496,504998,+,Rv0418,lpqL
504999,505085,+,upstream_Rv0419,upstream_lpqM
505086,506582,+,Rv0419,lpqM
506561,506971,-,Rv0420c,Rv0420c
506972,507131,-,upstream_Rv0421c,upstream_Rv0421c
507132,507761,-,Rv0421c,Rv0421c
507758,508555,-,Rv0422c,thiD
508556,508581,-,upstream_Rv0423c,upstream_thiC
508582,510225,-,Rv0423c,thiC
510226,510376,-,upstream_Rv0424c,upstream_Rv0424c
510377,510652,-,Rv0424c,Rv0424c
510653,510701,-,upstream_Rv0425c,upstream_ctpH
510702,515321,-,Rv0425c,ctpH
515322,515372,-,upstream_Rv0426c,upstream_Rv0426c
515373,515816,-,Rv0426c,Rv0426c
515817,516016,-,upstream_Rv0427c,upstream_xthA
516017,516892,-,Rv0427c,xthA
516893,516894,-,upstream_Rv0428c,upstream_Rv0428c
516895,517803,-,Rv0428c,Rv0428c
517803,518396,-,Rv0429c,def
517804,517802,-,upstream_Rv0429c,upstream_def
518397,518732,+,upstream_Rv0430,upstream_Rv0430
518733,519041,+,Rv0430,Rv0430
519042,519072,+,upstream_Rv0431,upstream_Rv0431
519073,519567,+,Rv0431,Rv0431
519568,519599,+,upstream_Rv0432,upstream_sodC
519600,520322,+,Rv0432,sodC
520323,520323,+,upstream_Rv0433,upstream_Rv0433
520324,521454,+,Rv0433,Rv0433
521455,521513,+,upstream_Rv0434,upstream_Rv0434
521514,522167,+,Rv0434,Rv0434
522168,522346,-,upstream_Rv0435c,upstream_Rv0435c
522347,524533,-,Rv0435c,Rv0435c
524530,525390,-,Rv0436c,pssA
525387,526082,-,Rv0437c,psd
526083,526142,-,upstream_Rv0438c,upstream_moeA2
526143,527360,-,Rv0438c,moeA2
527361,527378,-,upstream_Rv0439c,upstream_Rv0439c
527379,528314,-,Rv0439c,Rv0439c
528315,528607,+,upstream_Rv0440,upstream_groEL2
528608,530230,+,Rv0440,groEL2
530231,530295,-,upstream_Rv0441c,upstream_Rv0441c
530296,530724,-,Rv0441c,Rv0441c
530725,530750,-,upstream_Rv0442c,upstream_PPE10
530751,532214,-,Rv0442c,PPE10
532215,532395,+,upstream_Rv0443,upstream_Rv0443
532396,532911,+,Rv0443,Rv0443
532912,533090,-,upstream_Rv0444c,upstream_rskA
533091,533789,-,Rv0444c,rskA
533790,533832,-,upstream_Rv0445c,upstream_sigK
533833,534396,-,Rv0445c,sigK
534397,534444,-,upstream_Rv0446c,upstream_Rv0446c
534445,535215,-,Rv0446c,Rv0446c
535216,535223,-,upstream_Rv0447c,upstream_ufaA1
535224,536507,-,Rv0447c,ufaA1
536504,537169,-,Rv0448c,Rv0448c
537170,537228,-,upstream_Rv0449c,upstream_Rv0449c
537229,538548,-,Rv0449c,Rv0449c
538549,538587,-,upstream_Rv0450c,upstream_mmpL4
538588,541491,-,Rv0450c,mmpL4
541488,541910,-,Rv0451c,mmpS4
541911,542141,+,upstream_Rv0452,upstream_Rv0452
542142,542852,+,Rv0452,Rv0452
542853,543173,+,upstream_Rv0453,upstream_PPE11
543174,544730,+,Rv0453,PPE11
544731,545374,-,upstream_Rv0455c,upstream_Rv0455c
545375,545821,-,Rv0455c,Rv0455c
545822,545888,-,upstream_Rv0456c,upstream_echA2
545889,546803,-,Rv0456c,echA2
546804,547075,-,upstream_Rv0456A,upstream_mazF1
547076,547357,-,Rv0456A,mazF1
547344,547517,-,Rv0456B,mazE1
547518,547585,-,upstream_Rv0457c,upstream_Rv0457c
547586,549607,-,Rv0457c,Rv0457c
549608,549674,+,upstream_Rv0458,upstream_Rv0458
549675,551198,+,Rv0458,Rv0458
551198,551689,+,Rv0459,Rv0459
551199,551197,+,upstream_Rv0459,upstream_Rv0459
551690,551748,+,upstream_Rv0460,upstream_Rv0460
551749,551988,+,Rv0460,Rv0460
551989,552025,+,upstream_Rv0461,upstream_Rv0461
552026,552550,+,Rv0461,Rv0461
552551,552613,+,upstream_Rv0462,upstream_lpdC
552614,554008,+,Rv0462,lpdC
554009,554015,+,upstream_Rv0463,upstream_Rv0463
554016,554309,+,Rv0463,Rv0463
554310,554312,-,upstream_Rv0464c,upstream_Rv0464c
554313,554885,-,Rv0464c,Rv0464c
554882,556306,-,Rv0465c,Rv0465c
556307,556457,+,upstream_Rv0466,upstream_Rv0466
556458,557252,+,Rv0466,Rv0466
557253,557526,+,upstream_Rv0467,upstream_icl1
557527,558813,+,Rv0467,icl1
558814,558894,+,upstream_Rv0468,upstream_fadB2
558895,559755,+,Rv0468,fadB2
559756,559887,+,upstream_Rv0469,upstream_umaA
559888,560748,+,Rv0469,umaA
560749,560847,-,upstream_Rv0470c,upstream_pcaA
560848,561711,-,Rv0470c,pcaA
561712,561853,-,upstream_Rv0470A,upstream_Rv0470A
561854,562294,-,Rv0470A,Rv0470A
562225,562713,-,Rv0471c,Rv0471c
562714,562722,-,upstream_Rv0472c,upstream_Rv0472c
562723,563427,-,Rv0472c,Rv0472c
563428,563563,+,upstream_Rv0473,upstream_Rv0473
563564,564934,+,Rv0473,Rv0473
564935,565020,+,upstream_Rv0474,upstream_Rv0474
565021,565443,+,Rv0474,Rv0474
565444,565796,+,upstream_Rv0475,upstream_hbhA
565797,566396,+,Rv0475,hbhA
566397,566507,+,upstream_Rv0476,upstream_Rv0476
566508,566771,+,Rv0476,Rv0476
566772,566775,+,upstream_Rv0477,upstream_Rv0477
566776,567222,+,Rv0477,Rv0477
567222,567896,+,Rv0478,deoC
567223,567221,+,upstream_Rv0478,upstream_deoC
567897,567920,-,upstream_Rv0479c,upstream_Rv0479c
567921,568967,-,Rv0479c,Rv0479c
568964,569806,-,Rv0480c,Rv0480c
569807,569987,-,upstream_Rv0481c,upstream_Rv0481c
569988,570512,-,Rv0481c,Rv0481c
570513,570538,+,upstream_Rv0482,upstream_murB
570539,571648,+,Rv0482,murB
571649,571709,+,upstream_Rv0483,upstream_lprQ
571710,573065,+,Rv0483,lprQ
573046,573801,-,Rv0484c,Rv0484c
573802,573983,+,upstream_Rv0485,upstream_Rv0485
573984,575300,+,Rv0485,Rv0485
575301,575347,+,upstream_Rv0486,upstream_mshA
575348,576790,+,Rv0486,mshA
576787,577338,+,Rv0487,Rv0487
577339,577663,+,upstream_Rv0488,upstream_Rv0488
577664,578269,+,Rv0488,Rv0488
578270,578425,+,upstream_Rv0489,upstream_gpm1
578426,579175,+,Rv0489,gpm1
579176,579348,+,upstream_Rv0490,upstream_senX3
579349,580581,+,Rv0490,senX3
580582,580808,+,upstream_Rv0491,upstream_regX3
580809,581492,+,Rv0491,regX3
581489,583378,-,Rv0492c,Rv0492c
583375,583704,-,Rv0492A,Rv0492A
583701,584690,-,Rv0493c,Rv0493c
584691,584694,+,upstream_Rv0494,upstream_Rv0494
584695,585423,+,Rv0494,Rv0494
585424,586314,-,Rv0495c,Rv0495c
585424,585423,-,upstream_Rv0495c,upstream_Rv0495c
586315,586393,+,upstream_Rv0496,upstream_Rv0496
586394,587380,+,Rv0496,Rv0496
587377,588309,+,Rv0497,Rv0497
588310,588324,+,upstream_Rv0498,upstream_Rv0498
588325,589167,+,Rv0498,Rv0498
589168,589182,+,upstream_Rv0499,upstream_Rv0499
589183,590058,+,Rv0499,Rv0499
590059,590082,+,upstream_Rv0500,upstream_proC
590083,590970,+,Rv0500,proC
590971,591110,+,upstream_Rv0500A,upstream_Rv0500A
591111,591347,+,Rv0500A,Rv0500A
591348,591653,+,upstream_Rv0501,upstream_galE2
591654,592784,+,Rv0501,galE2
592785,592790,+,upstream_Rv0502,upstream_Rv0502
592791,593867,+,Rv0502,Rv0502
593868,593870,-,upstream_Rv0503c,upstream_cmaA2
593871,594779,-,Rv0503c,cmaA2
594780,594801,-,upstream_Rv0504c,upstream_Rv0504c
594802,595302,-,Rv0504c,Rv0504c
595303,595463,-,upstream_Rv0505c,upstream_serB1
595464,596585,-,Rv0505c,serB1
596586,596758,+,upstream_Rv0506,upstream_mmpS2
596759,597202,+,Rv0506,mmpS2
597199,600105,+,Rv0507,mmpL2
600098,600391,+,Rv0508,Rv0508
600392,600440,+,upstream_Rv0509,upstream_hemA
600441,601847,+,Rv0509,hemA
601848,601856,+,upstream_Rv0510,upstream_hemC
601857,602786,+,Rv0510,hemC
602787,602818,+,upstream_Rv0511,upstream_hemD
602819,604516,+,Rv0511,hemD
604517,604601,+,upstream_Rv0512,upstream_hemB
604602,605591,+,Rv0512,hemB
605592,605603,+,upstream_Rv0513,upstream_Rv0513
605604,606152,+,Rv0513,Rv0513
606149,606448,+,Rv0514,Rv0514
606449,606550,+,upstream_Rv0515,upstream_Rv0515
606551,608062,+,Rv0515,Rv0515
608059,608535,-,Rv0516c,Rv0516c
608536,608745,+,upstream_Rv0517,upstream_Rv0517
608746,610056,+,Rv0517,Rv0517
610057,610187,+,upstream_Rv0518,upstream_Rv0518
610188,610883,+,Rv0518,Rv0518
610884,611171,-,upstream_Rv0519c,upstream_Rv0519c
611172,612074,-,Rv0519c,Rv0519c
612075,613037,+,upstream_Rv0522,upstream_gabP
613038,614342,+,Rv0522,gabP
614326,614721,-,Rv0523c,Rv0523c
614722,614834,+,upstream_Rv0524,upstream_hemL
614835,616223,+,Rv0524,hemL
616223,616831,+,Rv0525,Rv0525
616224,616222,+,upstream_Rv0525,upstream_Rv0525
616832,616845,+,upstream_Rv0526,upstream_Rv0526
616846,617496,+,Rv0526,Rv0526
617493,618272,+,Rv0527,ccdA
618273,618304,+,upstream_Rv0528,upstream_Rv0528
618305,619894,+,Rv0528,Rv0528
619891,620865,+,Rv0529,ccsA
620866,620906,+,upstream_Rv0530,upstream_Rv0530
620907,622124,+,Rv0530,Rv0530
622121,622282,-,Rv0530A,Rv0530A
622283,622328,+,upstream_Rv0531,upstream_Rv0531
622329,622646,+,Rv0531,Rv0531
622647,622792,+,upstream_Rv0532,upstream_PE_PGRS6
622793,624577,+,Rv0532,PE_PGRS6
624473,625480,-,Rv0533c,fabH
625481,625561,-,upstream_Rv0534c,upstream_menA
625562,626440,-,Rv0534c,menA
626441,626456,+,upstream_Rv0535,upstream_Rv0535
626457,627251,+,Rv0535,Rv0535
627248,628288,+,Rv0536,galE3
628289,628297,-,upstream_Rv0537c,upstream_Rv0537c
628298,629731,-,Rv0537c,Rv0537c
629732,630039,+,upstream_Rv0538,upstream_Rv0538
630040,631686,+,Rv0538,Rv0538
631687,631742,+,upstream_Rv0539,upstream_Rv0539
631743,632375,+,Rv0539,Rv0539
632372,633034,+,Rv0540,Rv0540
633035,633054,-,upstream_Rv0541c,upstream_Rv0541c
633055,634404,-,Rv0541c,Rv0541c
634405,634415,-,upstream_Rv0542c,upstream_menE
634416,635504,-,Rv0542c,menE
635505,635572,-,upstream_Rv0543c,upstream_Rv0543c
635573,635875,-,Rv0543c,Rv0543c
635876,635934,-,upstream_Rv0544c,upstream_Rv0544c
635935,636213,-,Rv0544c,Rv0544c
636210,637463,-,Rv0545c,pitA
637464,637582,-,upstream_Rv0546c,upstream_Rv0546c
637583,637969,-,Rv0546c,Rv0546c
637970,638031,-,upstream_Rv0547c,upstream_Rv0547c
638032,638916,-,Rv0547c,Rv0547c
638917,639011,-,upstream_Rv0548c,upstream_menB
639012,639956,-,Rv0548c,menB
639957,640227,-,upstream_Rv0549c,upstream_vapC3
640228,640641,-,Rv0549c,vapC3
640638,640904,-,Rv0550c,vapB3
640905,641095,-,upstream_Rv0551c,upstream_fadD8
641096,642811,-,Rv0551c,fadD8
642812,642888,+,upstream_Rv0552,upstream_Rv0552
642889,644493,+,Rv0552,Rv0552
644490,645470,+,Rv0553,menC
645467,646255,+,Rv0554,bpoC
646256,646297,+,upstream_Rv0555,upstream_menD
646298,647962,+,Rv0555,menD
647959,648474,+,Rv0556,Rv0556
648475,648535,+,upstream_Rv0557,upstream_mgtA
648536,649672,+,Rv0557,mgtA
649673,649688,+,upstream_Rv0558,upstream_menH
649689,650393,+,Rv0558,menH
650394,650406,-,upstream_Rv0559c,upstream_Rv0559c
650407,650745,-,Rv0559c,Rv0559c
650746,650778,-,upstream_Rv0560c,upstream_Rv0560c
650779,651504,-,Rv0560c,Rv0560c
651505,651528,-,upstream_Rv0561c,upstream_Rv0561c
651529,652755,-,Rv0561c,Rv0561c
652756,652770,+,upstream_Rv0562,upstream_grcC1
652771,653778,+,Rv0562,grcC1
653779,653878,+,upstream_Rv0563,upstream_htpX
653879,654739,+,Rv0563,htpX
654740,654923,-,upstream_Rv0564c,upstream_gpdA1
654924,655949,-,Rv0564c,gpdA1
655950,656009,-,upstream_Rv0565c,upstream_Rv0565c
656010,657470,-,Rv0565c,Rv0565c
657471,657547,-,upstream_Rv0566c,upstream_Rv0566c
657548,658039,-,Rv0566c,Rv0566c
658040,658108,+,upstream_Rvnt05,upstream_tyrT
658109,658189,+,Rvnt05,tyrT
658190,658320,+,upstream_Rv0567,upstream_Rv0567
658321,659340,+,Rv0567,Rv0567
659341,659449,+,upstream_Rv0568,upstream_cyp135B1
659450,660868,+,Rv0568,cyp135B1
660869,661002,+,upstream_Rv0569,upstream_Rv0569
661003,661269,+,Rv0569,Rv0569
661270,661294,+,upstream_Rv0570,upstream_nrdZ
661295,663373,+,Rv0570,nrdZ
663374,663486,-,upstream_Rv0571c,upstream_Rv0571c
663487,664818,-,Rv0571c,Rv0571c
664819,665041,-,upstream_Rv0572c,upstream_Rv0572c
665042,665383,-,Rv0572c,Rv0572c
665384,665850,-,upstream_Rv0573c,upstream_pncB2
665851,667242,-,Rv0573c,pncB2
667243,667251,-,upstream_Rv0574c,upstream_Rv0574c
667252,668394,-,Rv0574c,Rv0574c
668395,668578,-,upstream_Rv0575c,upstream_Rv0575c
668579,669745,-,Rv0575c,Rv0575c
669746,669847,+,upstream_Rv0576,upstream_Rv0576
669848,671152,+,Rv0576,Rv0576
671153,671165,+,upstream_Rv0577,upstream_TB27.3
671166,671951,+,Rv0577,TB27.3
671952,671995,-,upstream_Rv0578c,upstream_PE_PGRS7
671996,675916,-,Rv0578c,PE_PGRS7
675917,676237,+,upstream_Rv0579,upstream_Rv0579
676238,676996,+,Rv0579,Rv0579
676997,677124,-,upstream_Rv0580c,upstream_Rv0580c
677125,677616,-,Rv0580c,Rv0580c
677617,677709,+,upstream_Rv0581,upstream_vapB26
677710,677925,+,Rv0581,vapB26
677922,678329,+,Rv0582,vapC26
678330,678388,-,upstream_Rv0583c,upstream_lpqN
678389,679075,-,Rv0583c,lpqN
679076,679228,+,upstream_Rv0584,upstream_Rv0584
679229,681862,+,Rv0584,Rv0584
681863,681884,-,upstream_Rv0585c,upstream_Rv0585c
681885,684272,-,Rv0585c,Rv0585c
684273,684409,+,upstream_Rv0586,upstream_mce2R
684410,685132,+,Rv0586,mce2R
685129,685926,+,Rv0587,yrbE2A
685927,685927,+,upstream_Rv0588,upstream_Rv0588
685928,686815,+,Rv0588,Rv0588
686816,686820,+,upstream_Rv0589,upstream_mce2A
686821,688035,+,Rv0589,mce2A
688036,689058,+,upstream_Rv0591,upstream_mce2C
689059,690504,+,Rv0591,mce2C
690501,692027,+,Rv0592,mce2D
692024,693232,+,Rv0593,lprL
693233,693236,+,upstream_Rv0594,upstream_mce2F
693237,694787,+,Rv0594,mce2F
694788,694838,-,upstream_Rv0595c,upstream_vapC4
694839,695231,-,Rv0595c,vapC4
695228,695485,-,Rv0596c,vapB4
695486,695667,-,upstream_Rv0597c,upstream_Rv0597c
695668,696903,-,Rv0597c,Rv0597c
696904,697153,-,upstream_Rv0598c,upstream_vapC27
697154,697567,-,Rv0598c,vapC27
697564,697800,-,Rv0599c,vapB27
697801,697903,-,upstream_Rv0600c,upstream_Rv0600c
697904,698410,-,Rv0600c,Rv0600c
698411,698523,-,upstream_Rv0601c,upstream_Rv0601c
698524,698994,-,Rv0601c,Rv0601c
698995,699037,-,upstream_Rv0602c,upstream_tcrA
699038,699799,-,Rv0602c,tcrA
699800,699855,+,upstream_Rv0603,upstream_Rv0603
699856,700167,+,Rv0603,Rv0603
700168,700238,+,upstream_Rv0604,upstream_lpqO
700239,701189,+,Rv0604,lpqO
701190,701429,+,upstream_Rv0605,upstream_Rv0605
701430,702014,+,Rv0605,Rv0605
702015,702812,+,upstream_Rv0607,upstream_Rv0607
702813,703199,+,Rv0607,Rv0607
703200,703243,+,upstream_Rv0608,upstream_vapB28
703244,703489,+,Rv0608,vapB28
703486,703887,+,Rv0609,vapC28
703830,704057,+,Rv0609A,Rv0609A
704058,704186,+,upstream_RVnc0005,upstream_B55
704187,704247,+,RVnc0005,B55
704248,704751,-,upstream_Rv0610c,upstream_Rv0610c
704752,705909,-,Rv0610c,Rv0610c
705910,705960,-,upstream_Rv0611c,upstream_Rv0611c
705961,706182,-,Rv0611c,Rv0611c
706183,706323,+,upstream_Rv0612,upstream_Rv0612
706324,706929,+,Rv0612,Rv0612
706930,706947,-,upstream_Rv0613c,upstream_Rv0613c
706948,709515,-,Rv0613c,Rv0613c
709356,710348,+,Rv0614,Rv0614
710345,710587,+,Rv0615,Rv0615
710588,710781,+,upstream_Rv0616A,upstream_vapB29
710782,711009,+,Rv0616A,vapB29
711006,711407,+,Rv0617,vapC29
711408,712715,+,upstream_Rv0620,upstream_galK
712716,713807,+,Rv0620,galK
713808,714201,+,upstream_Rv0621,upstream_Rv0621
714202,715266,+,Rv0621,Rv0621
715267,715369,+,upstream_Rv0622,upstream_Rv0622
715370,716317,+,Rv0622,Rv0622
716318,716409,+,upstream_Rv0623,upstream_vapB30
716410,716664,+,Rv0623,vapB30
716664,717059,+,Rv0624,vapC30
716665,716663,+,upstream_Rv0624,upstream_vapC30
717060,717152,-,upstream_Rv0625c,upstream_Rv0625c
717153,717893,-,Rv0625c,Rv0625c
717894,718024,+,upstream_Rv0626,upstream_vapB5
718025,718285,+,Rv0626,vapB5
718282,718689,+,Rv0627,vapC5
718690,718760,-,upstream_Rv0628c,upstream_Rv0628c
718761,719912,-,Rv0628c,Rv0628c
719913,720004,-,upstream_Rv0629c,upstream_recD
720005,721732,-,Rv0629c,recD
721729,725013,-,Rv0630c,recB
725013,728306,-,Rv0631c,recC
725014,725012,-,upstream_Rv0631c,upstream_recC
728307,728582,-,upstream_Rv0632c,upstream_echA3
728583,729278,-,Rv0632c,echA3
729279,729326,-,upstream_Rv0633c,upstream_Rv0633c
729327,730166,-,Rv0633c,Rv0633c
730167,730319,-,upstream_Rv0634c,upstream_Rv0634c
730320,731033,-,Rv0634c,Rv0634c
731034,731112,+,upstream_Rv0634A,upstream_Rv0634A
731113,731364,+,Rv0634A,Rv0634A
731365,731493,+,upstream_Rvnt06,upstream_thrT
731494,731566,+,Rvnt06,thrT
731567,731602,+,upstream_Rvnt07,upstream_metT
731603,731676,+,Rvnt07,metT
731677,731711,+,upstream_Rv0634B,upstream_rpmG2
731712,731879,+,Rv0634B,rpmG2
731880,731929,+,upstream_Rv0635,upstream_hadA
731930,732406,+,Rv0635,hadA
732393,732821,+,Rv0636,hadB
732822,732824,+,upstream_Rv0637,upstream_hadC
732825,733325,+,Rv0637,hadC
733326,733523,+,upstream_Rvnt08,upstream_trpT
733524,733596,+,Rvnt08,trpT
733597,733736,+,upstream_Rv0638,upstream_secE1
733737,734222,+,Rv0638,secE1
734223,734253,+,upstream_Rv0639,upstream_nusG
734254,734970,+,Rv0639,nusG
734971,735021,+,upstream_Rv0640,upstream_rplK
735022,735450,+,Rv0640,rplK
